<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACB,20260507,10.38,10.38,10.38,10.38,375100
AACG,20260507,1.16,1.25,1.1467,1.19,10700
AACI,20260507,9.925,9.925,9.925,9.925,100
AACIW,20260507,0.25,0.25,0.25,0.25,8400
AACO,20260507,9.91,9.91,9.91,9.91,100
AACPU,20260507,10.07,10.08,10.05,10.08,17700
AADR,20260507,86.75,86.78,85.75,85.75,1100
AAEQ,20260507,52.53,52.53,52.035,52.2309,1400
AAL,20260507,13.14,13.33,12.91,13.18,82536800
AALG,20260507,11.5,11.75,11.12,11.4744,86300
AAME,20260507,2.54,2.58,2.54,2.58,2300
AAOI,20260507,172.6,172.6,152.1946,157.55,14494500
AAON,20260507,143,149,125.23,129.25,7697600
AAPB,20260507,34.68,35.37,34.12,34.2153,280200
AAPD,20260507,12.24,12.38,12.1199,12.3235,6937400
AAPG,20260507,22.3723,22.3723,21.7,21.7,2900
AAPL,20260507,289.27,292.13,285.78,287.44,45224300
AAPU,20260507,35.89,36.61,35.0401,35.45,3005900
AARD,20260507,5.76,5.76,5.37,5.6,126100
AAUS,20260507,58.46,58.5416,58.44,58.5416,300
AAVM,20260507,34.2,34.32,33.848,33.848,9000
AAXJ,20260507,116.74,116.76,114.84,115.07,1907900
ABAT,20260507,3.43,3.43,3.0793,3.09,5282800
ABCL,20260507,5.05,5.24,4.7317,4.82,11639800
ABCS,20260507,32.23,32.23,31.9885,31.9885,2100
ABEO,20260507,5.98,5.9999,5.585,5.77,1499000
ABI,20260507,24.9,24.9,24.9,24.9,100
ABIG,20260507,33.49,33.5,33.4081,33.4081,15500
ABLV,20260507,0.675,0.675,0.65,0.67,7000
ABLVW,20260507,0.0195,0.0213,0.0195,0.0213,1800
ABNB,20260507,140.5,142.19,138.64,140.46,7248300
ABNG,20260507,17.9,18.03,17.53,17.8645,18400
ABOS,20260507,2.55,2.59,2.4,2.47,328300
ABSI,20260507,5.81,6.04,5.52,5.75,6580300
ABTC,20260507,1.22,1.22,1.12,1.16,15049500
ABTS,20260507,1.13,1.18,1.12,1.15,141400
ABUS,20260507,4.41,4.445,4.275,4.35,923900
ABVC,20260507,1.12,1.15,1.095,1.1,73500
ABVE,20260507,0.687,0.6942,0.6101,0.6677,2349900
ABVEW,20260507,0.1412,0.1756,0.13,0.1701,20100
ABVX,20260507,126.56,128.89,124.04,124.65,1181500
ACAA,20260507,9.92,9.92,9.92,9.92,1000
ACAD,20260507,21.89,22.84,21.52,22.56,3670100
ACB,20260507,3.54,3.55,3.4299,3.43,660000
ACCL,20260507,1.48,1.48,1.44,1.48,9700
ACDC,20260507,6.85,6.88,6.05,6.58,2503200
ACEP,20260507,19.26,19.26,19.1494,19.1494,800
ACET,20260507,8.55,8.66,8.24,8.32,60100
ACFN,20260507,18,18.92,16.72,16.76,28200
ACGCU,20260507,9.995,9.995,9.995,9.995,100
ACGL,20260507,94.5,95.17,93.415,94.52,2236300
ACGLN,20260507,17.13,17.1762,17.09,17.1,18800
ACGLO,20260507,20.3399,20.3582,20.2601,20.33,7600
ACHC,20260507,25.12,25.37,24.34,24.46,2268100
ACHV,20260507,4.81,4.85,4.7,4.79,761000
ACIC,20260507,10.61,11.01,10.53,10.85,401400
ACIU,20260507,2.96,3.01,2.915,2.92,201000
ACIW,20260507,47.3,48.54,45.46,46.65,1323900
ACLS,20260507,168.53,169,157.085,158.66,1421600
ACMR,20260507,53,63.95,52.5,59.2,2981100
ACNB,20260507,53.52,53.91,52.98,53,38200
ACNT,20260507,13.99,14.07,12.53,13.39,236800
ACOG,20260507,6.25,6.39,6.04,6.09,5400
ACON,20260507,3.31,3.31,3.145,3.16,45900
ACONW,20260507,0.0321,0.0334,0.0306,0.0333,600
ACRS,20260507,4.665,4.885,4.56,4.86,1136600
ACRV,20260507,2.08,2.095,2.0015,2.03,454100
ACT,20260507,43.19,43.48,42.29,43.22,376600
ACTG,20260507,4.83,4.875,4.51,4.705,550300
ACTU,20260507,2.95,3.42,2.84,3.34,156800
ACWI,20260507,155.47,155.605,153.69,153.93,5164000
ACWX,20260507,76.08,76.08,74.75,74.78,1975600
ACXP,20260507,2.09,2.14,2.02,2.12,76100
ADACU,20260507,10.04,10.05,10.04,10.04,2000
ADAG,20260507,3.55,3.71,3.55,3.58,68200
ADAM,20260507,8.85,8.89,8.68,8.72,706200
ADAMG,20260507,25.19,25.2625,25.19,25.25,8700
ADAMH,20260507,25.7,25.72,25.61,25.7,8400
ADAML,20260507,24.32,24.35,24.24,24.3,33900
ADAMM,20260507,25.53,25.59,25.53,25.53,16100
ADAMN,20260507,23.25,23.43,23.25,23.43,11500
ADAMO,20260507,25.12,25.2112,25.12,25.2,20400
ADAMZ,20260507,18.855,18.93,18.7588,18.7588,1800
ADBE,20260507,254.77,259.44,252.88,256.51,4479800
ADBG,20260507,4.86,5.07,4.84,4.95,4023400
ADEA,20260507,29.39,29.43,27.125,27.42,2350100
ADGM,20260507,0.9713,1.04,0.95,0.953,35200
ADI,20260507,413.9,413.96,405.91,408.52,3938100
ADIL,20260507,1.61,1.62,1.38,1.42,202900
ADMA,20260507,7.53,8.61,7.5,8.47,29724000
ADP,20260507,206.05,215.09,206.05,214.09,3462700
ADPT,20260507,14.58,15.06,14.22,14.69,1950100
ADSE,20260507,11.45,11.45,11.025,11.03,1600
ADSEW,20260507,0.4768,0.57,0.4768,0.57,800
ADSK,20260507,246.56,255.135,246.56,251.04,2026600
ADTN,20260507,15.89,15.89,14.35,14.55,3014200
ADTX,20260507,0.1285,0.1285,0.1,0.1166,2683900
ADUR,20260507,14.02,14.03,12.8511,13.13,410300
ADUS,20260507,97.4,98.96,94.66,97.29,318400
ADV,20260507,44.28,46.8,42.45,44.43,103500
ADVB,20260507,6.95,7.6999,6.91,7.2,63000
ADXN,20260507,6.85,7.35,5.97,7.01,13100
AEAQ,20260507,9.96,9.96,9.96,9.96,1000
AEBI,20260507,11.65,11.89,11.56,11.72,359400
AEC,20260507,5.207,5.3784,5.065,5.16,79800
AEHL,20260507,0.5,0.51,0.495,0.5099,96500
AEHR,20260507,95.27,98.37,89.31,91.26,1960500
AEI,20260507,1.66,1.71,1.61,1.61,11300
AEIS,20260507,361.95,364.5,345.38,351.94,1069400
AEMD,20260507,2.4,2.49,2.2601,2.3,44100
AENT,20260507,7.36,7.68,7.31,7.31,10600
AENTW,20260507,0.614,0.614,0.58,0.58,6600
AEP,20260507,131.64,132.8,131.332,131.76,3107100
AERT,20260507,0.64,0.6601,0.6168,0.635,111400
AEVA,20260507,15.302,15.62,12.535,13.66,5768000
AEYE,20260507,7.68,8.2,7.68,8.09,125300
AFBI,20260507,22.44,22.48,22.44,22.46,2100
AFCG,20260507,2.9,3.24,2.9,3.09,976000
AFJKR,20260507,0.3,0.3,0.25,0.25,58000
