<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
ADBG,20260512,4.58,4.595,4.3459,4.36,2469900
ADEA,20260512,31.69,31.9099,30.3,31.18,3001900
ADGM,20260512,0.93,0.97,0.9041,0.9228,87600
ADI,20260512,417.85,420.91,406.77,419.65,4848600
ADIL,20260512,1.41,1.44,1.3541,1.38,45300
ADMA,20260512,7.91,8.61,7.89,8.41,8219500
ADP,20260512,213.78,215.81,211.13,213.81,4018200
ADPT,20260512,13.42,13.72,13.26,13.63,1233300
ADSE,20260512,10.8,11.2,10.5,11.1,6900
ADSEW,20260512,0.441,0.5599,0.441,0.5399,3100
ADSK,20260512,238.03,240.125,233.83,234.87,1491400
ADTN,20260512,15.32,15.49,14.5601,15.04,1790400
ADTX,20260512,0.1059,0.11,0.0666,0.085,12467900
ADUR,20260512,14.09,14.09,12.94,13.25,344000
ADUS,20260512,97.9,98.74,96.46,98.49,189700
ADV,20260512,35.15,38.445,33.83,34.93,72100
ADVB,20260512,5.11,5.53,5.1,5.23,16000
ADXN,20260512,6.7,6.7,6.7,6.7,300
AEAQ,20260512,9.96,9.96,9.96,9.96,5600
AEAQW,20260512,0.35,0.35,0.35,0.35,21900
AEBI,20260512,12.05,12.05,11.18,11.5,252100
AEC,20260512,5.19,5.21,4.89,5.02,41600
AEHL,20260512,1.225,2.53,1.22,2.11,49772900
AEHR,20260512,99.5,104.505,91.22,96.72,3683000
AEI,20260512,1.86,1.95,1.7851,1.8928,16300
AEIS,20260512,350.72,350.72,325.57,339.42,644600
AEMD,20260512,2.18,2.29,2.18,2.19,44200
AENT,20260512,6.76,7.29,6.71,6.96,19600
AENTW,20260512,0.585,0.5851,0.585,0.585,300
AEP,20260512,130.62,132.25,129.44,131.94,2756500
AERT,20260512,0.7,0.745,0.6705,0.698,105600
AERTW,20260512,0.0202,0.0202,0.0201,0.0201,25300
AEVA,20260512,15.28,19.39,15.27,19.09,4601800
AEYE,20260512,7.66,8,7.485,7.58,324100
AFBI,20260512,22.46,22.475,22.46,22.46,62000
AFCG,20260512,3.22,3.295,3.17,3.26,238800
AFJK,20260512,41.5,42.485,41.5,42.485,1100
AFJKR,20260512,0.3,0.3,0.3,0.3,200
AFOS,20260512,43.96,43.96,43,43.8296,24200
AFRI,20260512,10,10.245,9.96,10.02,55100
AFRIW,20260512,0.75,0.75,0.75,0.75,400
AFRM,20260512,65.85,68.52,64.625,65.43,5178600
AFSC,20260512,35.5566,35.5566,35.5566,35.5566,100
AFYA,20260512,13.98,14.32,13.98,14.19,87200
AGAE,20260512,0.443,0.4493,0.38,0.4,943400
AGCC,20260512,18.8,19.58,18,19.26,49300
AGEM,20260512,48.14,48.14,46.77,47.8057,5900
AGEN,20260512,3.25,3.45,3.206,3.44,799500
AGGA,20260512,25.09,25.1,25.06,25.08,18500
AGH,20260512,4.22,4.24,4.01,4.18,347100
AGIO,20260512,28.3,28.4762,27.555,28.42,766900
AGIX,20260512,43.44,43.45,42.02,43.03,440800
AGMB.OB,20260512,12.15,12.44,11.475,12.08,90400
AGMH,20260512,0.93,1.04,0.9119,1.02,134700
AGMI,20260512,77.49,79.7438,77.34,79.7438,2100
AGNC,20260512,10.76,10.82,10.705,10.74,12384900
AGNCL,20260512,24.86,25.17,24.84,25.16,17800
AGNCM,20260512,24.96,25,24.96,25,7300
AGNCN,20260512,25.71,25.752,25.6641,25.73,18900
AGNCO,20260512,25.56,25.58,25.501,25.58,31200
AGNCP,20260512,25,25,24.97,24.97,85400
AGNCZ,20260512,25.42,25.45,25.35,25.35,51000
AGNG,20260512,34.77,35.26,34.77,35.225,6300
AGNT.OB,20260512,5.93,5.95,5.21,5.215,1566700
AGNT,20260512,6.0013,6.12,5.21,5.21,1169485
AGPU,20260512,6.6,6.84,6.4002,6.66,288700
AGRZ,20260512,0.349,0.349,0.323,0.3333,44100
AGYS,20260512,69.89,71.38,69.07,69.24,305700
AGZD,20260512,22.59,22.62,22.56,22.585,6700
AHCO,20260512,11.26,11.54,10.94,11.25,1869400
AHG,20260512,2.08,2.14,1.985,2.115,185600
AHMA,20260512,1.2431,1.38,1.2,1.23,318400
AIA,20260512,134,134.79,130.74,132.94,2915600
AIDX,20260512,1.39,1.66,1.37,1.4567,193800
AIFC,20260512,0.92,0.9472,0.89,0.9,787700
AIFD,20260512,50.32,50.8096,48.865,50.075,22000
AIFF,20260512,1.78,1.85,1.76,1.8,198900
AIFU,20260512,1.53,1.6999,1.53,1.64,6900
AIHS,20260512,1.11,1.14,1.03,1.12,46600
AIIO,20260512,1.43,1.49,1.2,1.28,20281700
AIIOW,20260512,0.08,0.0899,0.0655,0.067,299200
AIMD,20260512,1.74,1.74,1.68,1.68,16200
AIMS.OB,20260512,26.53,26.7099,26.53,26.6967,2200
AIOS,20260512,16.91,17.7488,16.6058,17.24,23100
AIOT,20260512,3.27,3.29,3.19,3.24,876000
AIP,20260512,32.15,32.87,31,32.43,1264700
AIPI,20260512,36.6,36.73,36.47,36.69,140300
AIPO,20260512,32.73,32.73,31.64,32.63,2034500
AIQ,20260512,61.87,62.01,59.745,61.02,2361800
AIRE,20260512,2.39,2.4586,2.17,2.29,165100
AIRG,20260512,7.05,7.165,6.64,6.93,157600
AIRJ,20260512,3.8,3.805,3.52,3.75,766200
AIRJW,20260512,0.7,0.7899,0.7,0.7899,400
AIRO,20260512,7.81,8.08,7.68,7.83,363000
AIRR,20260512,129.76,129.95,126.08,129.34,672100
AIRS,20260512,4.25,4.52,3.62,4.16,2818400
AIRTP,20260512,19.99,20.79,19.71,20.37,8400
AISP,20260512,2.5,2.52,2.3198,2.35,531000
AISPW,20260512,0.6844,0.75,0.6412,0.655,26600
AIXC,20260512,1.46,1.4645,1.3,1.305,106700
AIXI,20260512,10.9,12.75,10.51,11.98,273600
AKAM,20260512,152.45,154,144.55,149.56,6551900
AKAN,20260512,22,26.2999,21.93,25.49,181900
AKBA,20260512,1.17,1.23,1.17,1.18,4573600
AKTS,20260512,18.32,19.88,18.3,19.73,149700
AKTX,20260512,5.24,5.24,3.015,3.06,109100
ALAB,20260512,202.35,214.41,192.6,204.42,5053700
ALAR,20260512,7.65,7.7586,7.38,7.38,23900
ALBG,20260512,18.53,19.09,17.81,18.4847,22600
ALBT,20260512,0.388,0.3893,0.37,0.3893,96800
ALCO,20260512,41.42,42.5,39.94,41.17,32800
ALCY,20260512,11.7,11.71,11.66,11.71,4100
ALDF,20260512,10.62,10.64,10.62,10.63,17400
ALDFW,20260512,0.35,0.35,0.3211,0.3211,20300
ALDX,20260512,1.75,1.805,1.7,1.71,718500
ALEC,20260512,2.03,2.205,2.03,2.16,437300
ALF,20260512,10.85,10.85,10.84,10.84,7600
ALGM,20260512,47.26,47.62,43.375,45.87,3507400
ALGN,20260512,164.78,167.65,163.595,165.79,630600
ALGS,20260512,6.2,6.55,6.12,6.47,95000
ALGT,20260512,78.75,78.92,74.34,77.49,1073500
ALHC,20260512,18.04,18.765,17.51,18.38,10810500
ALIL,20260512,30.43,30.5495,30.43,30.5495,1200
ALIS,20260512,10.059,10.075,10.059,10.075,300
ALISR,20260512,0.511,0.5808,0.511,0.5808,200
ALKS,20260512,36,38.46,35.51,38.29,4026600
ALKT,20260512,17.08,17.4,16.67,16.79,2527700
ALLO,20260512,2.29,2.3899,2.27,2.3,10034000
ALLR,20260512,1.7,1.7,1.5,1.52,368700
ALLT,20260512,8.22,8.615,8.08,8.38,1040800
ALLW,20260512,30.19,30.19,29.992,30.1851,711900
ALM,20260512,20.61,22.175,19.725,22.12,5014000
ALMR,20260512,23.92,24.97,22.76,22.97,158700
ALMS,20260512,23.55,23.61,22.96,23.51,602400
ALMU,20260512,27.05,30.9474,26.0201,27.11,1670300
ALNT,20260512,64.88,65.65,61.505,62.97,275300
ALNY,20260512,288.66,295.86,286.725,292.03,826100
ALOT,20260512,14.43,14.71,14.34,14.66,18900
ALOVU,20260512,10,10.0001,10,10.0001,2500
ALOVW,20260512,0.42,0.45,0.41,0.42,19000
ALOY,20260512,9.29,9.67,8.89,9.1,1157900
ALP,20260512,0.2413,0.33,0.234,0.2749,105751300
ALPS,20260512,0.86,0.86,0.81,0.8375,13700
ALRM,20260512,44.02,44.02,41.78,42.13,871200
ALRS,20260512,27.1,27.17,26.4865,26.94,170300
ALT,20260512,3.08,3.105,3.005,3.08,2436600
ALTI,20260512,3.69,3.69,3.32,3.45,150900
ALTO,20260512,4.85,4.965,4.475,4.62,3654000
ALTY,20260512,12.43,12.43,12.34,12.3846,14100
ALVO,20260512,3.59,3.5929,3.375,3.55,377300
ALVOW,20260512,0.25,0.25,0.23,0.25,2100
ALXO,20260512,2.08,2.185,2.01,2.03,595700
ALZN,20260512,1.04,1.0599,1.0101,1.02,22400
AMA,20260512,24.53,24.53,21.9,23.5603,354100
AMAL,20260512,41,41.02,40.0601,40.9,80400
AMAT,20260512,436.8,437.05,416.56,431.2,9319300
AMBA,20260512,78.57,79.999,74.94,78.19,913700
AMBR,20260512,1.98,2.07,1.98,1.99,31400
AMCI,20260512,5.4,5.4,5.1,5.18,51200
AMCX,20260512,8.14,8.33,8.005,8.08,580500
AMD,20260512,449.25,458.8,426.11,448.29,39140000
AMDD,20260512,3.69,3.88,3.615,3.69,29918000
AMDG,20260512,92.01,95.58,82.25,91.38,153900
AMDL,20260512,54.31,56.61,48.58,54.07,11181300
AMGN,20260512,331.95,338.489,329.8,336.29,3119000
AMID,20260512,34.51,34.6843,34.33,34.6843,1900
AMIX,20260512,0.35,0.35,0.3226,0.3299,123100
AMKR,20260512,74.6,75.4,70.11,73.45,3416700
AMLX,20260512,14.81,14.83,14.22,14.44,1084700
AMOD,20260512,0.23,0.2311,0.2104,0.2192,634000
AMODW,20260512,0.0304,0.0304,0.0304,0.0304,100
AMPG,20260512,2.65,2.73,2.48,2.69,1410100
AMPGR,20260512,0.048,0.049,0.048,0.049,3700
AMPGZ,20260512,0.102,0.102,0.09,0.1,2300
AMPH,20260512,18.41,18.58,17.26,17.5,1219600
AMPL,20260512,6.37,6.495,6.14,6.18,3331000
AMRN,20260512,15,15.15,14.785,14.95,27600
AMRX,20260512,12.78,12.82,12.54,12.6,1266400
AMSC,20260512,57.04,57.05,51.32,54.51,1314800
AMSF,20260512,30.34,30.83,30.115,30.31,239500
AMST,20260512,0.8279,0.855,0.77,0.8134,191300
AMTX,20260512,2.33,2.3869,2.2,2.25,1236500
AMUN,20260512,26.03,26.03,26.03,26.03,100
AMUU,20260512,189.67,197.67,170.55,189.27,147400
AMWD,20260512,36.48,37.2,35.4375,36.35,250600
AMYY,20260512,16.85,16.8699,16.45,16.7841,42400
AMZD,20260512,8.58,8.6899,8.535,8.6,11822800
AMZN,20260512,266.71,267.65,262.63,265.82,36776200
AMZU,20260512,42.99,43.4,41.81,42.84,1697400
AMZZ,20260512,39.17,39.68,38.295,39.21,164500
ANAB,20260512,67.31,68.345,62.5,65.58,854000
ANDE,20260512,72.61,72.61,70.01,70.41,274500
ANEL,20260512,14.6,16.14,14.53,16.08,826900
ANGH,20260512,3.25,3.6,3.25,3.31,9200
ANGI,20260512,5.09,5.285,5.04,5.18,1729300
ANGL,20260512,29.02,29.03,28.95,29.02,755600
ANGO,20260512,10.85,10.98,10.79,10.9,304800
ANIK,20260512,14.45,14.75,14.38,14.68,50100
ANIP,20260512,79.31,80.24,77.71,79.5,561800
ANIX,20260512,3,3,2.87,2.95,109200
ANL,20260512,12.96,13.62,12.6,13.15,133900
ANNA,20260512,3.25,3.7,3.2,3.65,913500
ANNAW,20260512,0.324,0.4301,0.324,0.36,169900
ANNX,20260512,5.62,5.62,5.44,5.44,1189600
ANPA,20260512,6.2,6.2811,6,6.06,20500
ANSC,20260512,11.32,11.35,11.32,11.35,1300
ANSCW,20260512,0.1997,0.2097,0.18,0.18,600
ANTA,20260512,8.74,8.74,8.74,8.74,300
ANTX,20260512,4.58,4.9,4.22,4.27,189000
ANV,20260512,25.4,25.4,25.3299,25.33,1400
ANY,20260512,1.92,1.9799,1.79,1.85,101100
AOHY,20260512,11.07,11.07,11.03,11.035,80800
AOSL,20260512,37.67,37.895,35,37.72,1000800
AOTG,20260512,60.7,60.7,59.21,59.9053,14400
AOUT,20260512,9.17,9.19,8.829,8.93,28700
APA,20260512,37.14,37.5,36.32,37.09,6064500
APC,20260512,20.01,21.72,19.8,21.55,444800
APEI,20260512,57.5,57.51,52.82,53,500600
APGE,20260512,82.19,85.17,81.48,82.93,497100
API,20260512,4.04,4.04,3.86,3.87,328800
APLD,20260512,43.84,45.394,41.05,43.93,20248300
APLM,20260512,14.1,15.6,13.84,14.65,15900
APLMW,20260512,0.0163,0.0169,0.0143,0.0165,24800
APLS,20260512,41.03,41.08,41.03,41.06,7931600
APM,20260512,0.827,0.8399,0.82,0.8211,9400
APOG,20260512,35.98,36.06,35.21,35.62,137300
APP,20260512,480.38,492.7299,477.43,490.69,4690500
APPF,20260512,160.64,160.845,155.29,155.38,315600
APPN,20260512,20.68,20.93,20.22,20.52,876900
APPS,20260512,3.94,3.96,3.785,3.87,1653000
APPX,20260512,37.93,39.8,37.49,39.5,849200
APRE,20260512,0.9663,1.0015,0.9,0.9,71700
APVO,20260512,4.84,4.97,4.76,4.83,10800
APWC,20260512,1.43,1.43,1.43,1.43,100
APXT,20260512,10,10,10,10,100
APXTW,20260512,0.24,0.24,0.24,0.24,9500
APYX,20260512,3.91,4.11,3.7,4.09,213600
AQB,20260512,0.88,0.89,0.87,0.87,29100
AQMS,20260512,4.9,4.95,4.66,4.88,52200
AQST,20260512,4.31,4.4,4.16,4.16,1401800
AQWA,20260512,19.03,19.0898,18.95,19.0152,6200
ARAI,20260512,0.7397,0.7397,0.6847,0.69,834900
ARAY,20260512,0.333,0.34,0.3115,0.3129,1693200
ARBB,20260512,4.44,4.69,4.3201,4.69,15500
ARBE,20260512,0.88,0.8949,0.8424,0.8739,1080600
ARBEW,20260512,0.044,0.044,0.0416,0.0423,40300
ARBK,20260512,4.08,4.2,3.84,3.95,28200
ARCB,20260512,118.31,118.31,111.12,112.92,307600
ARCC,20260512,18.68,18.82,18.5801,18.77,4454000
ARCI,20260512,9.93,9.93,9.93,9.93,800
ARCIU,20260512,10.05,10.05,10.04,10.04,1100
ARCIW,20260512,0.54,0.55,0.53,0.53,15500
ARCT,20260512,8.58,8.96,8.18,8.25,689700
ARDX,20260512,6.64,6.685,6.48,6.61,1823000
AREB,20260512,0.1562,0.1665,0.1202,0.1282,8804900
AREBW,20260512,0.0071,0.0109,0.0071,0.01,72800
AREC,20260512,2.41,2.48,2.28,2.41,2205000
ARGX,20260512,808.67,824.52,806.665,812.81,346200
ARHS,20260512,6.12,6.195,5.9,5.9,1962700
ARKO,20260512,6.78,6.825,6.58,6.78,701500
ARKR,20260512,6.73,7,6.4664,6.4664,2200
ARLP,20260512,24.75,25.4,24.35,25.27,504500
ARM,20260512,204.77,216.498,200.89,207.92,7839500
ARMG,20260512,16.03,17.98,15.4401,16.58,1503100
ARMY,20260512,24.09,24.2795,24.09,24.2795,1300
AROW,20260512,36.1,36.13,35.31,35.86,81100
ARQ,20260512,2.72,2.73,2.605,2.71,199400
ARQQ,20260512,15.06,15.6,13.9,14.4,505600
ARQQW,20260512,0.07,0.088,0.07,0.0702,33800
ARQT,20260512,21.3,21.56,20.27,20.69,2313800
ARRY,20260512,8.61,8.67,8.005,8.17,4648800
ARTC,20260512,9.86,9.86,9.855,9.86,7200
ARTCW,20260512,0.32,0.335,0.32,0.335,10800
ARTL,20260512,2.46,2.46,2.305,2.4,65200
ARTNA,20260512,32.16,32.9,32.05,32.84,82600
ARTV,20260512,11,11.7699,10.48,10.63,529400
ARTW,20260512,2.69,2.7,2.6,2.6,9100
ARVN,20260512,9.83,9.93,9.02,9.57,1695800
ARVR,20260512,54.91,54.91,54.6474,54.6474,1300
ARWR,20260512,76.88,79.67,76.62,79.04,1544500
ARXS,20260512,38.56,38.81,35.5,36.26,932000
ASBP,20260512,5.02,5.3699,5,5.17,169700
ASBPW,20260512,0.0152,0.019,0.015,0.019,31900
ASCI,20260512,37.22,37.2801,36.88,37.2266,2300
ASLE,20260512,6.5,6.52,6.395,6.44,261600
ASMB,20260512,30.19,30.99,30.15,30.82,60700
ASMG,20260512,41.07,41.295,38.1001,40.5109,115300
ASML,20260512,1526.14,1535.11,1475,1520.94,1846800
ASMU,20260512,26.76,27,25.12,26.64,137600
ASND,20260512,240,245,236.9025,237.65,879700
ASO,20260512,51.36,51.595,50.1616,51.12,1417900
ASPC,20260512,11.2291,11.57,11.22,11.2969,4700
ASPI,20260512,5.99,6.035,5.62,5.97,5227400
ASPS,20260512,6.75,6.77,6.5,6.73,9600
ASPSW,20260512,0.41,0.43,0.39,0.43,58700
ASPSZ,20260512,0.2,0.2247,0.2,0.22,3800
ASRT,20260512,22.3,22.59,22.26,22.55,110900
ASRV,20260512,3.735,3.781,3.715,3.75,8200
ASST,20260512,17.49,17.49,16.24,17.07,3589700
ASTC,20260512,2.79,2.79,2.69,2.7,23600
ASTE,20260512,52.87,52.91,49.45,50.06,330500
ASTH,20260512,36.99,39.62,36.76,39.01,601400
ASTI,20260512,4.59,4.68,4.07,4.65,1299700
ASTL,20260512,5.11,5.14,4.865,4.99,1291400
ASTLW,20260512,0.0225,0.0375,0.0225,0.0375,1700
ASTS,20260512,73.43,79.8669,69.92,72.96,32830700
ASUR,20260512,8.88,8.88,8.58,8.58,46600
ASYS,20260512,22.74,22.8425,19.93,20.96,447700
ATAI,20260512,4.03,4.17,3.92,4.15,5166000
ATAT,20260512,38.61,38.92,37.49,38.36,911900
ATC,20260512,24.4328,24.4328,24.4328,24.4328,100
ATCX,20260512,5.5,5.59,5.4001,5.45,10100
ATEC,20260512,7.41,7.88,7.3,7.74,5348800
ATER,20260512,1.12,1.27,1.11,1.13,692900
ATEX,20260512,54.92,55.4999,51.763,54.25,348800
ATGL,20260512,15.21,18.5,15.0101,17.4,2900
ATHE,20260512,4.72,4.84,4.7,4.83,11200
ATHR,20260512,4.0229,4.0229,3.695,3.695,4200
ATII,20260512,10.82,10.855,10.7,10.76,145600
ATIIW,20260512,2.1499,2.1499,1.95,1.98,107900
ATLC,20260512,79.93,79.93,72.67,77.6,73300
ATLCL,20260512,25.04,25.07,25.01,25.01,1200
ATLCP,20260512,23.96,23.96,23.9,23.9054,5900
ATLCZ,20260512,25.48,25.49,25.46,25.48,13300
ATLN,20260512,1.59,1.73,1.54,1.6,338400
ATLO,20260512,28.14,28.14,27.51,27.87,53800
ATLX,20260512,5.94,6.28,5.75,5.98,787300
ATNI,20260512,27.15,27.15,26.26,26.43,63500
ATOM,20260512,8.04,8.39,7.71,8.35,1717200
ATOS,20260512,5.43,5.43,5.0801,5.16,60100
ATPC,20260512,2.24,2.51,2.2,2.24,41100
ATRA,20260512,9.21,10.66,9.0001,9.81,1084500
ATRC,20260512,26.32,27.025,26.135,26.69,851400
ATRO,20260512,75.27,78.79,73.26,78.26,921700
ATXG,20260512,4.6,5.09,4.53,5.07,10900
ATYR,20260512,0.8,0.8034,0.51,0.5302,12306800
AUDC,20260512,8.44,8.53,8.35,8.48,70500
AUGO,20260512,80.33,85.11,79.57,83.72,901300
AUID,20260512,1.22,1.22,1.15,1.15,125800
AUMI,20260512,98.05,101.47,97.29,101.2212,11500
AUPH,20260512,15.71,16.08,15.465,15.99,1335100
AUR,20260512,7.14,7.32,6.935,7.22,25230900
AURA,20260512,7.88,8.0599,7.79,7.93,478400
AURE,20260512,2.31,2.325,2.17,2.17,58900
AUROW,20260512,0.5044,0.5044,0.42,0.49,18800
AUTL,20260512,1.57,1.61,1.54,1.6,1094700
AUUD,20260512,1.23,1.34,1.16,1.31,1156500
AVAH,20260512,6.64,6.89,6.64,6.82,1240200
AVAV,20260512,167,173.47,164.51,168.86,1210900
AVBH,20260512,29.62,29.975,28.95,29.26,63400
AVBP,20260512,28.39,29.4,27.17,28.97,412500
AVGB,20260512,50.94,50.96,50.935,50.94,1900
AVGG,20260512,36.07,37.8099,34.255,36,176000
AVGO,20260512,423.43,429.34,408.41,419.3,19004300
AVGU,20260512,46.82,48.2,44,46.3023,38000
AVGX,20260512,62.96,65,58.7101,62.215,304400
AVIR,20260512,5.42,5.56,5.33,5.5,310100
AVL,20260512,59.14,61.355,55.45,58.39,802400
AVLN.OB,20260512,29.27,31.02,29.25,29.9,308600
AVNW,20260512,15.73,16.07,15.15,15.31,200800
AVO,20260512,12.72,12.785,12.5,12.63,853900
AVOS,20260512,26.47,26.667,26.39,26.667,10800
AVPT,20260512,10.6,10.77,10.005,10.06,2346500
AVR,20260512,6.44,6.72,6.3352,6.7,565900
AVS,20260512,7.42,7.63,7.29,7.445,1369100
AVT,20260512,82.85,82.85,80.17,82.11,1076300
AVTX,20260512,20.25,20.8999,19.49,19.94,1708700
AVUQ,20260512,65.2486,65.3729,64.83,65.3729,223700
AVX,20260512,0.525,0.525,0.5091,0.5092,192300
AVXC,20260512,80.53,80.785,78.83,79.8687,39500
AVXL,20260512,3.24,3.3,3.015,3.06,1236100
AVXX,20260512,8.13,8.7494,7.9,8.33,344200
AWRE,20260512,1.32,1.41,1.26,1.26,27300
AXG,20260512,3.58,3.65,3.58,3.61,59700
AXGN,20260512,40.86,41.61,40.8201,40.93,651400
AXIN,20260512,10.18,10.19,10.18,10.19,205200
AXON,20260512,398.24,409.21,389.01,393.66,1054700
AXPG,20260512,11.54,11.792,11.53,11.7697,3600
AXSM,20260512,217.34,224.755,214.31,224.03,633300
AXTI,20260512,123.2,128.7097,113.72,122.9,7126500
AYA,20260512,19.69,21.3296,19.31,21.18,433300
AYTU,20260512,2.45,2.47,2.2,2.3,119900
AZ,20260512,7.33,7.47,6.805,6.85,450400
AZI,20260512,1.24,1.3,1.24,1.28,5500
AZTA,20260512,17.94,18.17,17.37,17.53,1482700
AZYY,20260512,16.85,16.85,16.72,16.8155,1600
BABU,20260512,15.56,15.56,15.08,15.3061,68100
BABX,20260512,28.58,28.75,27.3931,27.84,1310900
BACC,20260512,10.38,10.405,10.31,10.39,11500
BACCR,20260512,0.35,0.35,0.35,0.35,22900
BACCU,20260512,10.5,10.5,10.5,10.5,300
BAER,20260512,1.82,1.86,1.765,1.77,517900
BAERW,20260512,0.32,0.366,0.31,0.366,13300
BAFE,20260512,28.05,28.2051,28.01,28.2051,22500
BAFN,20260512,6.14,7,5.855,6.95,102700
BAIG,20260512,39.44,39.92,35.73,37.4942,25200
BAIV,20260512,24.96,25.135,24.9599,25.135,22900
BALQ,20260512,55.4,55.59,54.84,55.5336,6500
BAND,20260512,49.74,49.81,48.02,49.44,834000
